URL,Version,Status,OIDs,Name,Title,Description,Uses,Used,Sources
https://interop.esante.gouv.fr/ig/fhir/ruim/ValueSet/vs-ruim-property-codes,0.0.1,active,,VSRuimPropertyCodes,RUIM - ValueSet des codes de propriétés médicament,"ValueSet regroupant les codes de propriétés définis pour le référentiel RUIM. Utilisé pour contraindre l'élément `property.code` dans le profil du CodeSystem RUIM.",,"Internal"
